"","id","coment2","coment4","coment6","coment8","coment10","coment12","coment14","coment16","coment18","coment20","coment22","coment24","coment26","coment29","coment31"
"133",133,"Un rest espectacular, la comida es excelente, fresca y muy bien elaborada. He ido en muchísimas ocasiones y siempre me ha ido muy bien . El servicio que ofrece belkis. La encargada del lugar, es único. Lo recomiendo sin lugar a dudas","El trato, la comida, el sitio... Todo lo convierte en un sitii super recomendadisimo. Es increible la forma como los jovenes te atienden y te huian. El espacio es pequeño. Pero es un sitio para gente bohemia, amante de las pastas y de la buena...atencion. Top 10.Más","para compartir con amigos o en familia . precios justos . buena experiencia . ambiente acogedor . bien situado","La cena en la terraza de este restaurante es algo muy placentera y romántica, la pasta para mi opinión, es la mejor de la ciudad. 
Recomiendo este lugar por la comida, lo curioso del lugar y la atención de sus empleados y la gentileza de...la dueña que siempre están presta para atender a los clientes.Más","Mi hijo es amante de la pasta, todo u experto y le pareció genial, deliciosa.

La pizza excelente, el término de la carne en su punto...

La Caprese sin duda la mejor.

Muy buena atención, lugar cómodo, no muy grande pero agradable.

Delicioso todo, recomendado.","Excelente servicio, y majestuosa comida cambiaron de telefono fijo recientemente encontre por instagram el nuevo numero s 035 3125198 volvere por mas ...","Este restaurante resume Italia!  Buen servicio, buena mesa, y ambiente acogedor! Puedes deleitarte desde un buen steak, una pasta o una deliciosa pizza. Relacion calidad precio excelente.","Consistente en sus productos,buenas pastas y atención esmerada,lo he repetido ya varias veces.
Ambiente sencillo pero agradable.","Felicitaciones por su pizza y focaccia . Los raviolis muy bien hechos ... y lo mejor el servicio.. ágil , cálido y bastante agradable el ambiente.. cada vez mejor ! Recomendado 10 puntos!!","Como siempre mi lugar favorito por la comida, el ambiente y la música Que me complacen para dar lugar a este viaje imaginario a Italia. El vino excelente. Súper recomendado.",NA,NA,NA,NA,NA
"134",134,"Lugar excelente para probar diferentes tipos de comidas, por ejemplo, pizzas, pan, arepa, buñuelo, etc. Personalmente preferí una pizza hawaiana con jugo de corozo.","La panadería esta bien ubicada y los panes son de excelente calidad, recomiendo el baguette, tiene buena textura y es muy rico para hacer sándwich. Adicionalmente, si te antojas puedes comerte una porción de pizza a buen precio.","Panadería bastante concurrida, calidad aceptable a buena y los precios bastante económicos, hay un pan blanco redondo salado en 300 pesos que es muy bueno, además de las pizzas que por 3mil la porción son una buena opción y tienen buen sabor, siempre elegir las...recién salidas del horno, y los buñuelos son muy buenos también.Más","He ido muchas veces y seguiré yendo cada que pueda ! Variedad de panes, ricos y buen precio.,pero lo que más me gusta son las pizzas porcionadas que venden y los buñuelos ! Son SÚPERECONÓMICOS Y DE MUY BUENA CALIDAD !","No solo venden pan, lo mejor son las comidas rápidas , la pizza está muy buena y a buen precio (para llevar ) .Les recomiendo que la compren para llevar , los panes buenos , si quieren algo económico,rico y de buena calidad , tengan...en cuenta la panadería .Más","Me gustó el lugar, puedes comprar en un lado pizza y en el otro jugos naturales.  Es un buen lugar para un almuerzo rapido, o para pedir para llevar.","Excelente servicio, productos frescos y  de calidad; con ese toque delicioso que tiene el pan. Las pizzas y los jugos son las mejores del sector!!....Me encanta","Variedad pero mala presentación de los productos.","Panes muy ricos","Muchas gracias por tu comentario, trabajamos en mejorar y ofrecer un servicio de calidad a un precio asequible.","Panadería y pizza bien ubicado en la avenida 43 en Barranquilla. Recomiendo la rebanada de pizza vegetariana con jugo, tienen un buen precio.",NA,NA,NA,NA
"135",135,"precios cómodos . buen sabor y tamaño . ingredientes de primera . solo a domicilio . caliente . buen servicio.","Es la mejor pizza de Barranquilla, una joya oculta, q nivel tan espectacular de pizza, q sabor tan exquisito, es de locos. Tienen un local pequeño con un par de mesas, el concepto que manejan es vender a domicilio, aunque en mi opinión sería un...éxito total con un local grande en cualquier parte, hasta me dan ganas de comprarles la receta o la franquicia y poner en otra ciudad. Verdaderamente una pizza excelente.Más","Excelente pizza volví a repetirla... Pedí las 4 carnes a domicilio y estaba buenísima, una pizza Q la recomiendo.","Filas y filas para encontrar el Grial de este Master Pizza 2018, con ustedes su majestad la 4 carnes de @smackpizzashop créanme la espera lo vale, esta pizza es una delicia y está en mi top 5 de mis pizzas favoritas, les cuento que viene...acompañada de dos secuaces: la miel de cayena y salsa Smack para Q puedan untarla por toda la pizza🙌🏽🕶️🔥los bordes Bn crujientes, el sabor acompañada de sus secuaces es una delicia, los ingredientes de primera calidad y el queso, uffff Bn elástico y sabroso, mi veredicto, recomendada en 200% que trae: base de pomodoro con mezcla de queso mozzarella, chorizo español, pepperoni, tocineta ahumada y jamón artesanal, acompañado de miel de cayena y salsa Smack. #barranquilla #colombia #pizzamasterco #foodporn #picoftheday #followme #likeforlikes #like4like #like #eat #food #foodphotography #photooftheday #5 #pizza #pizzalover #foodbloggers #foodie #azaelfoodie #maythefoodbewithyou #love #instagood #honeyMás","Facil la mejor pizza de Barranquilla... He probado la mayoría de las pizzas en este lugar y cada una es excelente y especial.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"136",136,"Adictiva y deliciosa.... es una opción definitivamente obligatoria a conocer, un espacio pequeño y acogedor con una de las mejores pizzas que he probado.... hasta ahora ninguna de sus pizzas ha defraudado.... tengo pendiente las de prosciutto ya q ha estado agotado pero definitivamente el...sabor es i descriptible.... vayan vayan vayanMás",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"137",137,"Una opción deliciosa y saludable, unas pizzas muy ricas y con trayectoria en Barranquilla... es un lugar fijo para ir",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"138",138,"atención domiciliaria pésima ,`pizza fría sobrada , solo una simple disculpa según ellos acabada de salir del horno , mentiras porque el domicilio llego al rato de haber realizado el pedido no entregaron factura, esa pizza era sobrada rezagos  aprovechando que el pedido lo recibió...un adulto mayor.Más","Las pizzas son muy ricas y el ambiente es genial me encanta visitar a esta pizzeria la lupita supeeer recomendado","La Lupita pizzería, ubicada en una terraza del corredor gastronómico entre el barrio El Prado y Bellavista, ha llegado a brindar las más deliciosas pizzas, en un ambiente ameno, sobrio y con el mejor servicio al cliente.
La pizza delgadita y con los mejores ingredientes...se constituyen en una excelente opción para compartir con pareja, amigos y familia.
Lo mejor de todo son las fabulosas ofertas los días martes y miércoles, con 2x1 en pizzas y los jueves postre gratis.
En definitiva está pizzería se erige en este hermoso sector de la ciudad, como una opción más para degustar y disfrutar.Más","Desde q llegó una de las mejores pizzerias de la ciudad. Por ubicación, atención, ambiente. De su carta es difícil elegir una, desde la gaucha hasta la 4 quesos con jamón. Siempre recomendada","Me encanta, son mis pizzas favoritas, como ahí por lo menos una vez a la semana. 100% recomendadas. Martes y miércoles de 2x1 es lo mejor","Las pizzas son realmente buenas, la combinación de ingredientes es excelente y de muy buena calidad, la masa delgada y crocante es increíble. La atención es súper buena y sus mesetas son muy amables y atentas.

Recomiendo la pizza Bolonia por su excelente combinación de...ingredientes y sabores.Más","El ambiente, la música, la comida, las atenciones, todo excelente. Nos sentimos como en casa. ¡Muchas gracias!","La mejor pizza que he probado en quilla crocante y ricas. El servicio es muy bueno, les doy 5 estrellas😋❤","Me gustan mucho las pizza de la Lupita, son muy ricas y tiene muy buenos precios. Siempre que pueda volver y recomendare. La atención es genial muy acogedores","La verdad es que las pizzas son super deliciosas y super economicas, exquisito sabor. Las recomiendo ful. Cabe resaltar que la atencion es muy especial",NA,NA,NA,NA,NA
"139",139,"La comida muy buena, amplia zona de parqueo, el sitio bonito, buena atencion.
✔️pizza, sushi, carnes, los fritos 👍🏻

Sin embargo las sillas plásticas (muy incómodas)","No veo la hora de regresar. Comida deliciosa con unas combinaciones de sabores muy interesantes, lugar  agradable.","Como ellos dicen pizza, sushi & wine...Mi hija quería el espagueti que la quedo muy rico. Mi esposa la encanta el sushi y segun ello fue sabroso. Falto la pizza, el Iberico salio bien y muy rico. Es una pizza diferente, ni estilo italiano, ni...americano. La pizza pepperoni de mi hijo salio pequeño y sencillo. Del vino si tienen un Chianti ( Cecchi ), pero de un restaurante italiano la expectativa es de tener un buen sambucca, pero nada...Buen lugar con buena comidaMás","Sábado en pareja 
Como es una buena costumbre volver y visitar los sitios en donde tienes buenas experiencias, así volvemos a Fiordi frecuente a disfrutar su Carpaccio de Res , para mi el mejor de la ciudad ! Con su respectiva Focaccia al calor de...un. Buen Vino tinto y unas pizzas, exquisito todo y una muy buena atención , lo seguiré recomendando al 120%Más","La comida deliciosa, recomiendo la pizza mexicana y en atención se merecen un 100, son un restaurante súper recomendado","La carta es variada, y precios son razonables. El lugar es acogedor,desafortunadamente el servicio es un poco lento.","Excelente para compartir comida bien sea en parejas o grupos buena calidad de la comida, amplio cómodo y buena carta de vinos tragos y cervezas para pasar un buen rato deliciosas las pizzas y recomiendo el carpaccio de res","El ambiente del restaurante es muy bueno, la atención es excelente y la comida deliciosa. La copa se sangría es de buen tamaño.","Muy grata sorpresa.  Restaurante con variedad de platos, recomendados las pizzas y los sándwich. Ordenamos de entrada una focaccia,y para compartir un club sándwich, ensalada Toscana y una pizza vegetariana gran paraíso, Todo estuvo excelente, la pizza De masa ligera y crocante, el sándwich muy...buen sabor y la combinación de ingredientes, el pollo estaba delicioso y la cantidad justa de ingredientes, la ensalada con ingredientes frescos y de muy buena calidad.  La persona que nos atendió súper amable y atenta. Los platos no demoraron en llegar 15-30 mn aproximadamente . Seguramente volveremos. Por lo general el sitio está lleno, aceptan pago con cualquier tarjeta o efectivo, el parqueadero es un poco complicado.Más","Solicite una reserva para 24 personas y no hubo el más mínimo interés por atender la solicitud, simplemente decir que no reservaban ni sábados ni viernes. 
No pidió anticipo ni consumo mínimo ni nada 
La única solución fue decirme que llegáramos que si habían mesas...disponibles para los 24 nos atendían. 
Creo que es la mejor estrategia que he conocido para ahuyentar los clientes.Más",NA,NA,NA,NA,NA
"140",140,"Las pizzas son super delgadas, hecha en horno de piedra como muestra las fotos, es acogedor y tiene buen servicio.","Excelente lugar. Buena atención, sabor de la pizza inigualable, variedad en ingredientes mezclados con mi y bien gusto. La nueva terraza con aire era lo único qué le faltaba","Es la pizza mas deliciosa de la ciudad, pero deben tener cuidado en la decoración, tienen descuidado el lugar, las paredes de la zona exteior estan verdes y tienen cosas como cables que no utilizan, la puestos que desagradan a la vista,","Deliciosa pizza pedimos chorizo con bocadillo, tocineta con maiz, mediterránea, Salami pepperoni
Pizza delgada, buenos ingredientes, lugar acojedor","Es un lugar muy acogedor y propone un escenario distinto en materia de restaurantes dentro de la ciudad. Las pizzas son muy ricas y variadas, la musica en vivo es buena. !Lugar recomendado!","Un lugar muy sencillo y tranquilo, de muy buen ambiente para compartir tanto en pareja, con amigos o en familia. La estructura del lugar a pesar de ser sencilla tiene un toque de romanticismo inmersa. La pizza es excelente, preparada de forma artesanal, de pasta...delgada y crocante, realmente exquisitas. Los precios no son moderados y por el producto que se consume vale la pena realmente. La atención por parte del personal es muy buen. Lo único negativo que le pude encontrar es que este sitio solo recibe pagos en efectivo.Más","La Pizza es deliciosa. Masa delgada y Crocante. Está ubicado en una encantadora casa con más de cien años de antigüedad. Su dueño es músico y los fines de semana toca un grupo de Jazz.  Muy recomendado.","Corteza fina, muy buenas coberturas clásicas, servicio cálido y rápido, precios muy justos, jardín fresco, música en vivo los fines de semana.","Fuimos a Mazzino como grupo familiar en un sábado por la noche y estuvimos encantados de encontrar una excelente pizza a precios realmente buenos. La corteza de la pizza es muy finas, las coberturas son abundantes y están cocinados en un horno de piedra -...esencialmente, delicioso! Yo también tenía una copa muy bonita (o dos) de vino chileno extremadamente frío, y la cerveza que supuestamente era muy relajado.

La ventaja de es que tiene Mazzino un enorme patio en la parte trasera, con una red para coger el mangos que caer desde el árbol gigante. Los Sábados por la noche se puede encontrar el propietario Jaime tocando la trompeta como parte de una banda de jazz que toca, cubre principalmente y estándares. El personal se las arregló bien con una mezcla de grupos grandes y pequeños.

Muy recomendable para una cena agradable en una zona al aire libre que no está en la calle Front. Ir! No te arrepentirás.Más",NA,NA,NA,NA,NA,NA
"141",141,"Excelente Servicio, Excelentes Pizzas. Si no puedo ir al sitio, pido un domicilio.
Los sitios son pequeños, son muy visitados y algunas veces toca esparar o solicitar el domicilio.","Deliciosas las variedades de pizza Recomendado un 100% por su Excelente y Amable Servicio.. Continua Asi","Las descripciones de la carta dejan las expectativas muy por encima de la realidad de la pizza. No es una pizza mala, pero no es todo lo que uno lee y ve en la carta.

El icopor en el que sirven, paila. Ya es hora...de no contaminar tanto.

El tamaño “Small” de la carta no existe para la venta.Más","La peor pizza que puede existir, la masa no se integra con el queso, es insipido, seco, desagradable, no lo recomiendo por nada del mundo ni como ultima opción.","No tienen menú infantil y no son flexibles con los platos que ofrecen para poder ordernar una porción para un niño debes comprar un plato de adulto.","Un buen sitio, la atención es rápida, aunque es autoservicio pues es cómodo y la variedad de platos es amplia","En Fiorella encontrarás una pizza deliciosa a buen precio.
 La atención es buena. La acompañé de una exquisita Margarita de lulo en un 2x1. El martini de maracuyá es para repetir. La recomiendo.","Me lleve una sorpresa en mi última visita vi que tienen en el menú pizza de harina de almendras y es deliciosa. Pedí pizza de la huerta pero claramente con la harina de almendras y es absolutamente espectacular. Lo malo es que no siempre la...tienen disponible y el único tamaño que se puede pedir es Medium.
El restaurante no tiene opciones saludables realmente los jugos son súper dulces y combinados así que creo que esta masa es lo más cercano q algo saludable.Más","Me encanta la comida de Fiorella. Tienen unas lasagnas deliciosas y ofrecen variedad de sabores en pizzas y comidas para todo gusto.","Las pastas exquisitas, los cocteles a muy buen precio por ser 2x1 pero no son los mejores.. ideal para ir en familia",NA,NA,NA,NA,NA
"142",142,"solo puedo decir que su pizza es de la mejores que he probado. recomiendo la Manhattan y la toscana.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"143",143,"En nuestra visita a NONNA ROSA quedamos gratamente complacidos con el lugar, la atención y la calidad de los platos, realmente vale mucho la pena visitarlos, de verdad lo recomiendo","La Sangría recomendadisimo....las pizzas cualquier opción va a llenar las espectativas,  la entrada de champiñones y queso azul...insuperable.
El risotto fungi, es excelente","Al principio tuve problemas con la reserva (se graduaban 3 universidades y todo estaba ful), pero luego fue solucionado y la administradora del lugar obsequio una botella de vino. Una vez superado el himpase, realmente todo fue excelente. La comida estaba realmente deliciosa. Pedimos lasagne...y pizza gourmet (muy buena, la masa extra delgada, la real pizza italiana).Más","I enjoyed a great meal here. I go to Colombia often and have generally not found very many good Italian restaurants. Granted, growing up Italian in the New York area has given me tough standards when it comes to Italian food, but Nonna Rosa was...a delicious meal experience. I had a simple meal of salad and spaghetti with red tomato sauce. It was right on the money. House red wine was good too. I would recommend this restaurant to anyone for a delicious Italian meal with great ambiance. Service was superb! My server had a smile that melted the Parmesan cheese! Thanks for a fabulous dinner! I would return anytime!

Español:
Disfruté de una gran comida aquí. Voy a Colombia a menudo y en general no he encontrado muchos buenos restaurantes italianos. Por supuesto, crecer italiano en el área de Nueva York me ha dado estándares estrictos cuando se trata de comida italiana, pero Nonna Rosa fue una experiencia deliciosa. Comí una ensalada simple y espaguetis con salsa de tomate rojo. Estaba justo en el dinero. El vino tinto de la casa también era bueno. Recomendaría este restaurante a cualquiera para una deliciosa comida italiana con un gran ambiente. El servicio fue excelente! Mi mesera tenía una sonrisa que derritió el queso parmesano! ¡Qué bonita era! Gracias por una cena fabulosa! ¡Volvería en cualquier momento!Más","La lasagna es de las mejores que hemos comido en Barranquilla. Súper recomendada.
El lugar es cómodo y bonito, se puede ir en plan de amigos, pareja o familia.
Excelente ubicación.
Con el servicio también nos fue muy bien.
La pizza también es rica.","Buena pizza de vegetales y la otra de rugula y prosciuto. Me gusta la que ellos llaman gourmet de masa más delgada. Buen plan una tarde tipo 7 pm sentarse en la terraza exterior y disfrutar la pizza.","El servicio siempre es estelar, la comida nunca se demora demaciado y los meseros siempre atienden de buena maera y rapido. El lugar es pequeño pero la manera en que esta decorado lo hace sentir acogedor en ves de claustrofobico. Recomiendo mucho los risottos, en...mi opinion lo mejor de la carta.Más","Es un restarurant entre medio/chico pero muy acojedor, destaco la buena onda de quienes te atienden siempre con una sonrisa, super rápidos y amables. Las pastas deliciosas, los pescados/carnes en su punto justo, los risotos exquisitos, y si te queda lugarcito para algo dulce, el...volcan de chocolate con helado es sublime! Muy buena ubicación y buena relación precio-calidad.Más","Excelente comida (pizza deliciosa), excelente atención, excelente ambiente y decoración, excelente ubicación y precios razonables.","Una de las mas agradables experiencias para degustar la comida italiana (con sabor barranquillero) es precisamente este magnifico restaurante.",NA,NA,NA,NA,NA
"144",144,"La mejor relación costo beneficio de una pizza en la ciudad. Rápida entrega y excelente servicio. Ambiente familiar","Esta vez comimos entre 3 personas una pizza tamaño personal especial carnes (pollo, pepperoni y jamón) y una mermellata (jamón con piña,o sea, hawaiana) del mismo tamaño. 

Los sabores no los había probado y no los volvería a pedir por el hecho de que tienen...mejores sabores y menos tradicionales que estos.Más","La pizza super buena y el servicio también, pero esperaba mas en la pizza puesto que el día que fui estaban promocionando con borde de queso y la pido y me dice el mesero que no hay jummm.... la pasta me pareció mejor que la...pizzaMás","Pedí una large mitad del Mar mitad Especial.

La pizza lastimosamente llegó fría por lo que el sabor no es el mismo, definitivamente es mucho mejor en su local. Aún así, los pedazos de la del Mar (camarones, calamares y pulpo) estaban ricos pero la...pizza Especial no me gustó para nada -no la recomiendo.

En general, tienen gran variedad de sabores y la mayoría que he probado en anteriores ocasiones me han gustado.Más","me parece que la pizzeria es un lugar muy agradable. el ambiente y la musica lo hacen especial para degustar una buena pizza.
recomiendo la pizza de marmelata.. muy deliciosa","En general la pizza es muy buena, la atención es un poco despectiva, parece que lo atendieran a uno por obligación.

la pizza que mas me gusta es una que tiene pesto. 

vuelvo de vez en cuando.","Deliciosa la comida todo es súper rico las pastas las pizzas los postres y las margaritas todo muy bueno
El sitio y la atención muy agradables se puede ir con niños muy chevere","Ubicado en el palmas mall que es un centro pequeño pero con buen parqueadero y en la parte de atrás de los restaurantes cuenta con un espacio semi al aire libre con buenas sillas y opciones para niños con recreación.
Pizza muy buena y económica...y buena atención.Más","La pizza no es mala pero sin duda hay mejores. El servicio normal, el ambiente también. Los precios son elevados así que esperas algo realmente sorprendente en tu pizza, pero no, es bastante sencilla, de masa crocante y con ingredientes gourmet","Además que de sus pastas son deliciosas y me atrevería a decir que están en mi top 5 de pastas favoritas!! Tienen como postre un cremme brullé deliciosisimo y la limonada de coco que tienen no le he podido volver a probar en ningun otro...restaurante.Más",NA,NA,NA,NA,NA
"145",145,"La Piazzeta es la opción indicada para cualquier amante de la comida italiana. No dudes en probar distintos platos porque todo lo que se consumo ahí no baja de ""delicioso"". No obstante, el aforo es alto y por lo tanto, la demora es mucha. Recomiendo...siempre llegar máximo una hora después del momento de apertura.Más","Este lugar es de lo maximo que existe,es un elixir a tu paladar esas cómodas espectaculares.
Uff me fascinan sobre todo lad pastas y los antipastos.
Con un un buen tinto verano OMG!!!
No se pueden perder de ese maravilloso lugar,querrás volver pronto.","Me encanta!! Que delicia todos los platos que pedimos, se nota la dedicación a la hora de preparar la comida 😍","Ordenamos un pulpo al carbón de entrada de horrible sabor 60.000 pesos más caro que un plato en cualquier lugar, demasiado horrible un robo pésimo sabor","Fui con mi esposa y una amiga recomendado por varias personas. Al llegar, meseros en desorden que noel servicio al cliente  lo tienen en la zuela del zapato. En cualquier día y a cualquier hora, este lleno o vacío, se dignan a hacerte esperar más...de 40 minutos para que te ubiquen, te atiendan, te tomen el pedido y una vez pedida la comida, hasta hora y media en recibirla para poderla comer con el riesgo de que llegue como no la pediste. La atención, no es mala, es perversa. La comida, buen sabor, pero por el mismo desorden de los meseros, con altas probabilidades de llegar fría, lo cual termina siendo desagradable y un factor en contra. Al final hasta para cobrar son lentos, la cuenta. Más de 3 veces al pedir la cuenta. Caro, partiendo de la porquería de servicio al cliente que tienen y de la frialdad de la comida al recibir, además de no recibir la orden que es. Demasiado sobrevalorado. Con el valor de esa cuenta, puedes comer en Cartagena en un mejor restaurante, pagas la comida, la gasolina, los peajes y te queda plata. NO SE RECOMIENDA EN NINGUNA INSTANCIA.Más","Pedimos una entrada de carpaccio de pulpo, muy normal... y costosa.
Dos pizzas con masa dura, un sabor muy regular y extremadamente cara para lo que es. Un servicio regular, no tiene buen local","Llevo 15 minutos esperando ser ubicado.  Posteriormente ubicado llevo 20 minutos esperando y no ha llegado el mesero.  La comida es buena la atención es muy regular y deficiente","Este es un sitio de comida deliciosa en Barranquilla , deliciosos sabores italianos . Muy recomendado si quieres comer bien pero no esperas un buen servicio ni un sitio hermoso. Los meseros son lentos y con pésima actitud.

Igual lo recomiendo, ojalá los dueños hagan...algo.Más","Vinimos porque nos llamaba la atención ya que es un restaurante situado enfrente de la catedral y nos pareció interesante el lugar. 
La comida, sin más.
Ahora bien, los camareros son HORRIBLES. Pedimos pizzas con ingredientes adicionales y nos dijo el camarero que no se...podía añadir ningún ingrediente, que al cocinero no le gustaba añadir ingredientes (???) . Nos indignamos y le preguntamos a otro camarero y nos dijo que sí , que si que se podía. El camarero educación 0. Nos trajo antes las pizzas que el agua. No sonríen, no son agradables.. no nos ha gustado para nada. Y la comida pues sin más la verdad. No lo recomiendo para nada.Más","Hoy tuve una experiencia de esas que te dejan sentimientos encontrados. No conocía el lugar, pero por recomendación de varios amigos decidimos ir allí. Yo llegué primero y entré al primer piso donde solo hay 2 mesas, nadie te atiende, así que me senté. Justo...a los minutos llego un mesero y dio la bienvenida, le dije que estaba esperando a alguien. Me pregunta que si deseo subir o quedarme abajo, así que decidí subir dada la recomendación. Una vez arriba, te recibe un olor a incienso de sándalo bastante penetrante, (que está bien para un almacén de ropa, pero no para un restaurant), igual me senté en la mesa más alejada del incienso. Estuve 20 minutos en el lugar esperando a mi prima, en los 20 minutos pedí 3 veces a 3 meseros diferentes la carta, para algo de tomar mientras esperaba, nunca nadie atendió a mi solicitud (y solo habían 4 mesas en el momento), los meseros todos mirandome desde la barra y ninguno se acercaba. Incluso, atendieron a otras mesas que llegaron después antes que a mí. Luego cuando llegó mi prima y se dignaron a atendernos, un mesero se acercó nos trajo la carta, por fin trajeron las bebidas, empezó a tomar el pedido y se fue. Entonces el dueño o administrador, (que se yo) continuó tomando el pedido. Me toma el pedido a mí, luego mi prima le pidió una aclaración sobre algo de la carta y le dice a este señor: ""es que es la primera vez que vengo, entonces no sé muy bien"" y el señor viene y le contesta en un tono bastante irónico: ""si, yo sé"". Duramos el resto de hora tratando de entender si estar allí era algo bueno o malo para él y para el resto del servicio del restaurant, pues la calidad del servicio al cliente fue bastante deficiente. Se les olvidó la bebida de mi prima, tocó pedir 2 veces la cuenta. En cuanto a la comida, a mí gusto personal, el risotto de quesos que era sobre lo que más tenía expectativas dadas las recomendaciones, demasiado fuerte el sabor y un poco sobrecocido el arroz (no estaba rico), la pasta estaba ok. Tiempo de espera para la comida estuvo normal, aprox 20min. Las porciones son bastante grandes.Más",NA,NA,NA,NA,NA
"146",146,"Unas deliciosas pizza full queso ingredientes y masa súper frescos
Pizza vegalatina
Pizza pollo gratinado
Pizza portobello
Muy recomendado no te quedes sin venir",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"147",147,"Buenas tardes
Siempre frecuentamos el negocio en diferentes sitios de Barranquilla pero hoy en el CC Buenavista 2 fuimos rechazados en el salón principal por haber mucho aforo de personas sin embargo encontrámos una mesa desocupada la cual la mesera negó utilizarla por haber mucha...gente lo cual lo ví raro pero accedí
Llegó una pareja detrás de nosotros y esa misma mesera les entregó la mesa que nos había negado a nosotros, me parece
 una mala acción contra unos clientes q siempre frecuentamos el sitio 
Llamamos al cajero algo como encargado del punto pero se salió por la tangente diciéndo que no sé había dado cuenta y siguió como si nada atendiendo más clientes que llegaban
Nos retiramos del lugar sin ninguna objeción y perdieron tres clientes
Gracias no o podemos acabar con una marca por una mala acción de un empleado para tres clientes

Mónica Elizabeth Danko Villalba
Tel
3004476533
Exitos 😔Más","Creo que es uno de los mejores restaurantes de la ciudad, cada que pido un domicilio o los visitó aprovecho para probar su variedad de platillos, pero les pido JAMAS pedir hamburguesas, las de mack donals con lo feas y terribles que son (y solo...las he comido una vez) son mejores, la foto de la carta es un completo engaño, son simples y desabridas, no tienen gusto.
La verdad la atención del personal por mi queja fue muy atenta pero igual el producto no responde por el valor de lo que soliciteMás","La barra de este lugar es increíble,
La atención y la rapidez del servicio...
Los bartenders de este sitio te hacen sentir en casa","Es un lugar donde encuentro gran diversidad de platos para escogee, los hay para todos los gustos. Atención rápida aunque esté lleno, está abierto hasta tarde en la noche, promoción de cócteles de lunes a viernes y un ambiente excelente para compartir con familia o...amigos.Más","Carta amplia, especialidad las pizzas estilo Gourmet y tradicional. Noche de cocteles 2 x 1 de lunes a jueves.","Un espacio muy agradable muy familiar! La comida es deliciosa y su música es lo mejor! Tienen variedad de comida y también comida vegetariana","La comida buena la pizza bien preparada muy rica pero el servicio es malísimo entregaron las pizzas y se olvidaron de bebidas nadie nos atendió toco ir a decir que nos entregaran las bebidas ordenadas que estaban en la barra 10 min, mala experiencia siguen...dominando solo en domicilio.Más","Excelente en todo, la atencion es inmediata, la comida siempre deliciosa, happy hour de lunes a viernes. Ambiente super chevere","Tengo 35 años comiendo la mejor pizza de Colombia, no tiene comparación. Mi favorita la ""Hot Special"". Un menú con más de 100 opciones entre pizzas, comida mexicana, pastas, cócteles, burguers y papas locas","la pizza en una buena temperatura, tardo mas de 20 minutos lo cual demuestra que es preparada en el momento y no están congeladas para el horno, masa delgada, lo cual me recordó como era hace mas de 30 años cuando era niño, fui por...el placer de recordar y mantuve mis recuerdos buenos de esa  época.Más",NA,NA,NA,NA,NA
