"","Variable","Nivel","Valor","Departamento"
"231","Empleo.antes","Si",0.00576140822601506,"Region Nororiente"
"232","Rama.actividad","Hoteles, restaurantes, bares y similares",-0.00321480558739914,"Region Nororiente"
"233","tiempo.en.colombia","Entre 1 y 5 años",0.00497276551041556,"Region Nororiente"
"234","Horas.disponibles","(39,48]",0.00894079903478627,"Region Nororiente"
"235","Genero","Masculino",0.00505251370789031,"Region Nororiente"
"236","Edad","(26,59]",0.00569707335551238,"Region Nororiente"
"237","Parentesco","Jefe de hogar",0.00289360510663415,"Region Nororiente"
"238","Estado.civil","Casado y/o union libre",0.00230991922832958,"Region Nororiente"
"239","Nivel.educativo.alcanzado","Básica primaria",-0.00118880332160478,"Region Nororiente"
"240","Empleo.antes","Si",0.00614864778348429,"Region Nororiente"
"241","Rama.actividad","Comercio al por mayor y al por menor",-0.000539308207344598,"Region Nororiente"
"242","tiempo.en.colombia","Entre 1 y 5 años",0.00366441454357873,"Region Nororiente"
"243","Horas.disponibles","(48,130]",-0.00621334050306142,"Region Nororiente"
"244","Genero","Masculino",0.0047923693925222,"Region Nororiente"
"245","Edad","(26,59]",0.00349922575692571,"Region Nororiente"
"246","Parentesco","Nucleo familiar",-0.00162584402260456,"Region Nororiente"
"247","Estado.civil","Casado y/o union libre",0.00079302354782254,"Region Nororiente"
"248","Nivel.educativo.alcanzado","Básica primaria",-0.00208965465115049,"Region Nororiente"
"249","Empleo.antes","Si",0.00674634881249111,"Region Nororiente"
"250","Rama.actividad","Construcción",-0.00193792975532933,"Region Nororiente"
"251","tiempo.en.colombia","Entre 1 y 5 años",0.00330934740655552,"Region Nororiente"
"252","Horas.disponibles","(48,130]",-0.00672670390423158,"Region Nororiente"
"253","Genero","Femenino",-0.00560095388374398,"Region Nororiente"
"254","Edad","(26,59]",0.00574839785838912,"Region Nororiente"
"255","Parentesco","Otros parientes",-0.00194130743061968,"Region Nororiente"
"256","Estado.civil","Casado y/o union libre",0.00250810640253907,"Region Nororiente"
"257","Nivel.educativo.alcanzado","Media (10o -13o)",1.63135667489489e-05,"Region Nororiente"
"258","Empleo.antes","Si",0.00356840443117874,"Region Nororiente"
"259","Rama.actividad","Hoteles, restaurantes, bares y similares",-0.00348866565541526,"Region Nororiente"
"260","tiempo.en.colombia","Entre 1 y 5 años",0.00438925248137123,"Region Nororiente"
"261","Horas.disponibles","(39,48]",0.0083791463370216,"Region Nororiente"
"262","Genero","Femenino",-0.00612489650320773,"Region Nororiente"
"263","Edad","(18,26]",-0.00339261149955692,"Region Nororiente"
"264","Parentesco","Nucleo familiar",0.00135375210952653,"Region Nororiente"
"265","Estado.civil","Soltero",-0.00165050775721446,"Region Nororiente"
"266","Nivel.educativo.alcanzado","Media (10o -13o)",0.000907771644389495,"Region Nororiente"
"267","Empleo.antes","No",-0.0068950165798943,"Region Nororiente"
"268","Rama.actividad","Hoteles, restaurantes, bares y similares",-0.00235174463222843,"Region Nororiente"
"269","tiempo.en.colombia","Entre 1 y 5 años",0.0057121982460963,"Region Nororiente"
"270","Horas.disponibles","(48,130]",-0.00496534123284671,"Region Nororiente"
"271","Genero","Masculino",0.00508475707240032,"Region Nororiente"
"272","Edad","(26,59]",0.00540943460794725,"Region Nororiente"
"273","Parentesco","Jefe de hogar",0.0019109250558894,"Region Nororiente"
"274","Estado.civil","Casado y/o union libre",0.00221550377366204,"Region Nororiente"
"275","Nivel.educativo.alcanzado","Básica secundaria",-0.00639316677516638,"Region Nororiente"
"276","Empleo.antes","Si",0.00801114185111993,"Region Nororiente"
"277","Rama.actividad","Elaboración de productos alimenticios",0.00569310185438392,"Region Nororiente"
"278","tiempo.en.colombia","Mas de 5 años",0.0113985847424919,"Region Nororiente"
"279","Horas.disponibles","(48,130]",-0.00695389815797631,"Region Nororiente"
"280","Genero","Masculino",0.00548380775224556,"Region Nororiente"
"281","Edad","(26,59]",0.00596917811217409,"Region Nororiente"
"282","Parentesco","Jefe de hogar",0.00159942824059987,"Region Nororiente"
"283","Estado.civil","Casado y/o union libre",0.0017435462229215,"Region Nororiente"
"284","Nivel.educativo.alcanzado","Media (10o -13o)",0.00101370791114948,"Region Nororiente"
"285","Empleo.antes","Si",0.00340241136921195,"Region Nororiente"
"286","Rama.actividad","Comercio al por mayor y al por menor",-0.00112203628423361,"Region Nororiente"
"287","tiempo.en.colombia","Entre 1 y 5 años",0.00263990133166934,"Region Nororiente"
"288","Horas.disponibles","(48,130]",-0.00626298862911591,"Region Nororiente"
"289","Genero","Femenino",-0.0037977357347611,"Region Nororiente"
"290","Edad","(26,59]",0.00522561817652624,"Region Nororiente"
"291","Parentesco","Nucleo familiar",-0.000799414036477268,"Region Nororiente"
"292","Estado.civil","Casado y/o union libre",0.00130024984417853,"Region Nororiente"
"293","Nivel.educativo.alcanzado","Básica primaria",-0.00194103489301669,"Region Nororiente"
"294","Empleo.antes","Si",0.00777403459360462,"Region Nororiente"
"295","Rama.actividad","Hogares privados con servicio doméstico",-0.00945500053729569,"Region Nororiente"
"296","tiempo.en.colombia","Entre 1 y 5 años",0.00547280999258606,"Region Nororiente"
"297","Horas.disponibles","(39,48]",0.00716065551047856,"Region Nororiente"
"298","Genero","Femenino",-0.00611653796765908,"Region Nororiente"
"299","Edad","(26,59]",0.0046728070107878,"Region Nororiente"
"300","Parentesco","Nucleo familiar",-0.000138619265517124,"Region Nororiente"
"301","Estado.civil","Casado y/o union libre",0.00180861565680509,"Region Nororiente"
"302","Nivel.educativo.alcanzado","Media (10o -13o)",0.000439497668837887,"Region Nororiente"
"303","Empleo.antes","Si",0.00578757787446543,"Region Nororiente"
"304","Rama.actividad","Hoteles, restaurantes, bares y similares",-0.00273160389550756,"Region Nororiente"
"305","tiempo.en.colombia","Entre 1 y 5 años",0.00318158285583502,"Region Nororiente"
"306","Horas.disponibles","(48,130]",-0.00711456816680318,"Region Nororiente"
"307","Genero","Masculino",0.0055553733706775,"Region Nororiente"
"308","Edad","(59,100]",-0.00277327916836342,"Region Nororiente"
"309","Parentesco","Otros parientes",-0.00269604716389363,"Region Nororiente"
"310","Estado.civil","Casado y/o union libre",0.00102633495077954,"Region Nororiente"
"311","Nivel.educativo.alcanzado","Básica primaria",-0.00144247249802199,"Region Nororiente"
"312","Empleo.antes","Si",0.0072504444186553,"Region Nororiente"
"313","Rama.actividad","Comercio al por mayor y al por menor",-0.001481350133087,"Region Nororiente"
"314","tiempo.en.colombia","Menos de 1 año",-0.00777482598872603,"Region Nororiente"
"315","Horas.disponibles","(39,48]",0.00704376629212443,"Region Nororiente"
"316","Genero","Femenino",-0.00509177902353168,"Region Nororiente"
"317","Edad","(26,59]",0.00596351782220818,"Region Nororiente"
"318","Parentesco","Otros parientes",-0.00137498086282831,"Region Nororiente"
"319","Estado.civil","Separado y/o viudo",-0.000450273712946761,"Region Nororiente"
"320","Nivel.educativo.alcanzado","Superior o universitaria",0.00671744717053474,"Region Nororiente"
"321","Empleo.antes","Si",0.00640950459330266,"Region Nororiente"
"322","Rama.actividad","Otras actividades empresariales",-0.00814693962106519,"Region Nororiente"
"323","tiempo.en.colombia","Entre 1 y 5 años",0.00365216058794478,"Region Nororiente"
"324","Horas.disponibles","(48,130]",-0.00625570295793719,"Region Nororiente"
"325","Genero","Femenino",-0.00409409664472515,"Region Nororiente"
"326","Edad","(18,26]",-0.00386723020225072,"Region Nororiente"
"327","Parentesco","Nucleo familiar",-0.000556358708431305,"Region Nororiente"
"328","Estado.civil","Soltero",-0.000330279191621489,"Region Nororiente"
"329","Nivel.educativo.alcanzado","Media (10o -13o)",0.000450433904174862,"Region Nororiente"
"330","Empleo.antes","Si",0.00862177446359053,"Region Nororiente"
"331","Rama.actividad","Hoteles, restaurantes, bares y similares",-0.00349243176587497,"Region Nororiente"
"332","tiempo.en.colombia","Entre 1 y 5 años",0.00459763964889045,"Region Nororiente"
"333","Horas.disponibles","(39,48]",0.00703823594568617,"Region Nororiente"
"334","Genero","Femenino",-0.00476232962858683,"Region Nororiente"
"335","Edad","(26,59]",0.00444096928090873,"Region Nororiente"
"336","Parentesco","Otros No parientes",-0.00142638899792169,"Region Nororiente"
"337","Estado.civil","Separado y/o viudo",-0.000470525648219145,"Region Nororiente"
"338","Nivel.educativo.alcanzado","Media (10o -13o)",-0.000687044888859078,"Region Nororiente"
"339","Empleo.antes","Si",0.00587919697711742,"Region Nororiente"
"340","Rama.actividad","Otras actividades empresariales",-0.00764702243971429,"Region Nororiente"
"341","tiempo.en.colombia","Entre 1 y 5 años",0.00447549006147208,"Region Nororiente"
"342","Horas.disponibles","(48,130]",-0.0060497082826116,"Region Nororiente"
"343","Genero","Masculino",0.00442897444987548,"Region Nororiente"
"344","Edad","(14,18]",-0.0101960624983893,"Region Nororiente"
"345","Parentesco","Otros parientes",-0.00262216240122516,"Region Nororiente"
"346","Estado.civil","Soltero",-0.00184845227075718,"Region Nororiente"
"347","Nivel.educativo.alcanzado","Básica secundaria",-0.00553878949193376,"Region Nororiente"
"348","Empleo.antes","Si",0.00646881640091569,"Region Nororiente"
"349","Rama.actividad","Otras actividades de servicios",-0.00865588743849402,"Region Nororiente"
"350","tiempo.en.colombia","Entre 1 y 5 años",0.00368409711633431,"Region Nororiente"
"351","Horas.disponibles","(39,48]",0.00782039494702066,"Region Nororiente"
"352","Genero","Masculino",0.00535661263611698,"Region Nororiente"
"353","Edad","(26,59]",0.00394242327968186,"Region Nororiente"
"354","Parentesco","Jefe de hogar",0.0017349022662408,"Region Nororiente"
"355","Estado.civil","Casado y/o union libre",0.00185504940199353,"Region Nororiente"
"356","Nivel.educativo.alcanzado","Básica secundaria",-0.00558378134377449,"Region Nororiente"
"357","Empleo.antes","Si",0.00441131407116216,"Region Nororiente"
"358","Rama.actividad","Transporte por vía terrestre; transporte por tuberías",-0.00372876003046544,"Region Nororiente"
"359","tiempo.en.colombia","Menos de 1 año",-0.00731332755069585,"Region Nororiente"
"360","Horas.disponibles","(48,130]",-0.0062293623442426,"Region Nororiente"
"361","Genero","Masculino",0.0054367431137124,"Region Nororiente"
"362","Edad","(26,59]",0.00404688018857887,"Region Nororiente"
